superficie,nombre_chambres,douche_wc,type_d_acces,meuble,etat_general,quartier_Ambatoroka,quartier_Analakely,quartier_Andavamamba,quartier_Ankatso,quartier_Ankorondrano,quartier_Isoraka,quartier_Itaosy,quartier_Ivandry,quartier_Mahamasina,score_confort
58,3,1,5,1,10,1,0,0,0,0,0,0,0,0,3
75,2,1,10,0,5,0,0,0,0,0,1,0,0,0,2
91,3,1,10,1,10,0,0,0,0,1,0,0,0,0,4
42,1,0,15,0,5,1,0,0,0,0,0,0,0,0,1
79,1,1,10,0,10,0,0,0,0,0,0,0,0,0,3
66,1,1,5,0,10,0,0,1,0,0,0,0,0,0,2
86,2,0,15,0,10,0,0,0,0,0,0,0,0,0,2
33,3,0,5,0,10,0,0,0,0,0,0,0,0,0,1
60,2,1,10,1,0,0,0,0,1,0,0,0,0,0,3
79,3,1,0,0,10,0,0,1,0,0,0,0,0,0,2
64,1,0,5,0,10,0,0,0,0,0,0,1,0,0,1
80,1,1,10,0,5,0,0,0,0,1,0,0,0,0,2
45,3,1,10,1,10,0,0,0,1,0,0,0,0,0,4
66,1,0,10,1,10,0,0,0,0,0,0,1,0,0,3
60,1,0,10,0,10,0,0,0,0,0,0,0,0,0,2
22,2,1,10,0,10,0,0,0,0,0,0,0,0,0,3
77,1,1,15,0,5,0,0,0,0,0,0,0,0,0,2
45,2,1,15,0,5,0,0,0,0,0,0,0,0,0,2
60,4,0,15,1,5,0,0,1,0,0,0,0,0,0,2
50,3,1,10,1,0,0,0,0,0,0,0,0,1,0,3
40,3,1,10,0,10,0,0,0,0,0,0,0,1,0,3
46,2,0,5,0,10,1,0,0,0,0,0,0,0,0,1
79,1,1,5,0,10,0,1,0,0,0,0,0,0,0,2
73,2,1,15,0,10,0,0,0,0,0,0,0,0,1,3
48,2,0,15,1,5,0,0,0,0,0,0,0,1,0,2
48,4,0,10,0,5,1,0,0,0,0,0,0,0,0,1
60,1,0,15,0,0,0,0,0,0,0,0,0,1,0,1
63,1,1,10,0,10,0,0,0,0,0,0,0,0,0,3
86,2,1,15,0,5,0,0,0,0,0,0,0,0,0,2
72,1,1,0,0,5,0,0,0,0,0,1,0,0,0,1
88,1,1,10,0,10,1,0,0,0,0,0,0,0,0,3
73,3,1,10,0,10,0,0,0,0,0,0,1,0,0,3
96,4,1,10,1,10,0,0,1,0,0,0,0,0,0,4
80,1,0,10,1,10,0,0,0,0,1,0,0,0,0,3
52,2,1,5,1,5,0,0,0,0,1,0,0,0,0,2
76,3,1,15,1,10,0,1,0,0,0,0,0,0,0,4
44,2,1,10,1,5,0,0,0,0,0,0,0,0,1,3
44,2,0,10,0,10,1,0,0,0,0,0,0,0,0,2
20,1,0,10,0,5,0,0,0,0,0,0,1,0,0,1
66,2,0,5,0,10,0,0,0,0,0,1,0,0,0,1
92,1,0,10,0,5,0,0,0,1,0,0,0,0,0,1
71,2,1,5,0,5,0,0,0,1,0,0,0,0,0,1
96,2,0,10,0,10,1,0,0,0,0,0,0,0,0,2
79,3,0,10,0,10,0,0,0,0,0,1,0,0,0,2
25,3,1,5,0,5,0,0,0,0,0,0,0,0,0,1
99,4,1,0,0,10,1,0,0,0,0,0,0,0,0,2
42,1,1,10,0,10,0,0,1,0,0,0,0,0,0,3
50,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
99,1,1,15,0,10,0,0,0,1,0,0,0,0,0,3
63,1,0,5,0,5,0,0,0,0,0,0,0,1,0,0
15,1,1,10,1,5,1,0,0,0,0,0,0,0,0,3
74,1,1,5,0,5,0,0,0,0,0,0,0,0,1,1
31,2,1,10,0,0,0,0,0,0,0,0,1,0,0,2
42,1,1,0,0,10,0,0,0,0,1,0,0,0,0,2
85,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1
15,4,0,5,0,10,0,0,0,0,1,0,0,0,0,1
37,1,1,10,0,10,0,0,0,1,0,0,0,0,0,3
59,1,0,10,1,10,0,0,0,0,0,0,0,0,1,3
48,3,1,15,0,5,1,0,0,0,0,0,0,0,0,2
32,4,1,10,0,10,0,0,1,0,0,0,0,0,0,3
44,2,0,10,0,10,0,0,1,0,0,0,0,0,0,2
51,4,1,5,0,0,0,0,0,0,0,0,0,0,1,1
56,2,0,0,0,10,0,0,0,0,1,0,0,0,0,1
84,2,1,5,0,0,0,0,0,1,0,0,0,0,0,1
76,2,1,5,1,10,0,0,0,0,0,1,0,0,0,3
15,3,1,5,0,10,0,0,0,0,0,0,0,0,0,2
15,2,0,5,0,10,0,0,0,0,0,0,0,1,0,1
66,2,1,5,1,5,0,0,0,1,0,0,0,0,0,2
83,3,1,15,0,10,0,0,0,0,0,0,0,0,0,3
81,1,1,15,0,5,0,0,0,0,0,0,1,0,0,2
83,1,1,10,1,10,0,0,1,0,0,0,0,0,0,4
16,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0
91,1,0,15,0,10,0,0,0,1,0,0,0,0,0,2
93,1,1,0,0,10,0,0,1,0,0,0,0,0,0,2
68,1,0,10,0,10,0,0,0,0,0,0,0,0,0,2
32,4,1,15,1,0,0,0,0,0,0,0,0,0,1,3
47,2,1,5,0,10,0,0,0,0,0,0,0,0,0,2
36,3,1,10,0,10,0,0,0,0,1,0,0,0,0,3
72,2,1,10,0,0,0,0,0,0,0,0,0,0,0,2
40,2,1,15,1,10,0,0,0,0,0,0,0,1,0,4
78,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
72,3,1,5,0,5,0,0,0,0,0,0,0,1,0,1
89,1,1,15,0,5,0,0,0,0,0,0,0,0,1,2
52,4,1,10,0,10,0,0,0,0,1,0,0,0,0,3
98,3,1,15,0,10,0,0,0,0,0,0,0,1,0,3
46,1,1,10,0,10,0,0,0,0,0,1,0,0,0,3
59,4,0,5,0,5,0,0,0,0,0,0,1,0,0,0
15,1,1,0,0,10,1,0,0,0,0,0,0,0,0,2
72,2,1,5,0,10,1,0,0,0,0,0,0,0,0,2
37,1,0,10,1,10,0,0,0,0,0,1,0,0,0,3
42,2,1,5,0,5,0,0,0,0,1,0,0,0,0,1
105,1,0,10,0,10,0,0,0,0,0,0,0,0,1,2
51,1,0,0,0,10,0,0,1,0,0,0,0,0,0,1
67,1,1,5,0,0,0,0,0,0,1,0,0,0,0,1
67,1,1,5,0,10,0,0,0,0,0,0,0,0,1,2
28,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1
75,2,1,5,1,0,0,0,0,0,0,0,0,1,0,2
39,1,1,10,0,10,0,0,0,0,0,1,0,0,0,3
34,2,1,5,0,10,0,0,1,0,0,0,0,0,0,2
75,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1
56,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2
76,4,1,5,0,5,0,0,1,0,0,0,0,0,0,1
37,1,1,10,1,10,0,1,0,0,0,0,0,0,0,4
99,1,1,0,1,10,0,0,1,0,0,0,0,0,0,3
52,1,1,15,1,0,0,0,0,0,0,0,1,0,0,3
87,1,1,5,1,10,0,0,0,0,0,0,0,0,1,3
96,2,0,10,1,10,1,0,0,0,0,0,0,0,0,3
48,2,1,5,1,5,0,0,0,0,0,0,0,1,0,2
49,3,1,10,0,5,0,0,0,0,0,0,0,0,1,2
57,3,1,10,1,10,0,0,0,0,0,0,0,1,0,4
15,3,1,5,0,0,0,0,0,0,0,0,1,0,0,1
17,2,0,15,0,10,0,0,0,0,0,0,0,0,0,2
29,4,0,15,0,0,0,0,0,0,0,0,0,1,0,1
119,2,1,0,1,5,0,0,1,0,0,0,0,0,0,2
32,2,1,10,0,5,0,0,0,0,0,0,0,1,0,2
31,1,0,5,1,10,0,0,0,0,1,0,0,0,0,2
50,2,1,10,1,10,0,0,0,0,0,1,0,0,0,4
104,3,1,10,0,10,1,0,0,0,0,0,0,0,0,3
76,2,1,10,0,0,0,1,0,0,0,0,0,0,0,2
57,3,0,5,0,5,0,0,0,0,0,0,1,0,0,0
48,1,1,15,0,10,0,1,0,0,0,0,0,0,0,3
92,1,1,5,1,10,0,0,0,0,0,0,0,0,1,3
20,2,1,15,1,10,0,0,0,0,0,0,1,0,0,4
65,2,1,15,0,5,0,0,0,0,0,0,0,0,0,2
54,2,1,10,0,5,0,0,0,0,0,0,0,0,1,2
39,1,1,5,0,5,0,0,0,0,0,0,0,0,0,1
90,1,1,10,0,5,0,0,0,0,0,1,0,0,0,2
66,1,1,5,1,10,0,0,0,0,0,1,0,0,0,3
86,2,1,10,0,5,0,0,0,0,0,1,0,0,0,2
15,2,1,15,0,10,0,0,0,0,0,0,0,1,0,3
17,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1
69,3,1,10,0,0,0,0,0,0,0,0,0,0,0,2
58,2,1,5,1,0,0,0,0,0,0,0,0,0,0,2
30,1,1,5,1,10,0,0,0,0,0,1,0,0,0,3
86,2,0,10,0,5,1,0,0,0,0,0,0,0,0,1
59,2,1,0,0,5,0,0,0,0,0,1,0,0,0,1
59,3,1,0,0,10,0,0,0,0,1,0,0,0,0,2
32,3,1,10,1,0,0,0,0,0,0,1,0,0,0,3
